MASTER_DATA_ID__c|Name|CS_POP_Label__c|Status__c|Provider__c|Type__c|CS_POP_Options__c|Facility_Type__c|Address__r.Name|CS_City__c|CS_Country__c|CS_Region__c|Latitude__c|Longitude__c|Local_Access_Providers__c|Workflow_Queue__c|On_Net_POP__c|Tier__c|Supported_AS__c|FS_Waiver_IPVPN__c|FS_Waiver_Internet__c|FS_Waiver_Colo__c|Is_LOA_Mandatory|LL_Test_By_FS__c|Supported_By__c|Facility_Name__c|Operate__c|Facility_Provider__c|Facility_Service_Status__c|Power_Upgrade_Availability__c|Annual Price Increment|API_Applicable_Product|Standard__c|Facility_Workflow_Queue__c|Customer__c|Facility_Certfication__c|Metro Connect|Campus Cross Connect|NNIA/B Suppliers|ENNI Suppliers|Additional_Information__c|EPL|EPL Prime|IPL|ICBS|EPLX|GID|IPT|TWI|TID|GIE|IPVPN|RSA|SMA|VPLS|EVPL|COLO|TPN|GMN|CLSCOLO|SATDPL|SATTAS|SATVST|SATVOF|SATVSP|SATUPL|SATDNL|SATTND|SATVNO|SATFLR|SATRCK|SATXCN|SATPRE|IPX|FABRIC|METAL|Global_IPVPN_Interconnect|NEXTIP_Interconnect|NFV_AVAILABLE|PRE_WIRING|EXCHANGE_Interconnect|GMN Node Type|SITE|UIA|CABLE|VPG
T026|T026|T026|Live - as designed|Telstra Australia|Point of Presence|TWI;TID;|PoP|50 Mort St, Braddon (Civic), ACT|CANBERRA|AUSTRALIA|Asia, Australia|-35.271369|149.132435|Telstra Australia||Off-Net||||||FALSE|No|||||||||||||||||||||||||TWI|TID||||||||||||||||||||||||||||||||||||
T028|T028|T028|Live - as designed|Telstra Australia|Point of Presence|TWI;TID;|PoP|109 Kent St, Deakin, ACT|CANBERRA|AUSTRALIA|Asia, Australia|-35.325481|149.096292|Telstra Australia||Off-Net||||||FALSE|No|||||||||||||||||DKIN||||||||TWI|TID||||||||||||||||||||||||||||||||||||
ACA1|ACA1|ACA1|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|51 Dacre St, Mitchell, ACT, Australia|CANBERRA|AUSTRALIA|Asia, Australia|-35.20848|149.13536|Telstra Australia||Off-Net|||||Yes|FALSE|No||Equinix CA1, Canberra|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
T041|T041|T041|Live - as designed|Telstra Australia|Point of Presence|TID;|PoP|99 Smith St, Darwin, NT|DARWIN|AUSTRALIA|Asia, Australia|-12.458622|130.836489|Telstra Australia||Off-Net||||||FALSE|No||||||||||||||||||||||||||TID||||||||||||||||||||||||||||||||||||
ABBA|ABBA|ABBA|Live - as designed|SES|Infrastructure|SATVOF;|Satellite Teleport|Lot 52, Burraway Road, Dubbo, NSW AUTRALIA|DUBBO|AUSTRALIA|Asia, Australia|-32.17737|148.61562|||Off-Net||||||FALSE|No|Satellite|SES Dubbo Teleport|Resell|SES||||||||||||||||||||||||||||||||||||SATVOF||||||||||||||||||||||
AHES|AHES|AHES|Decommissioned|Telstra International|Point of Presence|||L2 29 Elizabeth St Hobart City TAS AUSTRALIA HOBART 7000|HOBART|AUSTRALIA|Asia, Australia|-42.881903|147.328926|Telstra Australia|FS Australia/New Zealand|On-Net||||||FALSE|No|FS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
T058|T058|T058|Live - as designed|Telstra Australia|Point of Presence|TWI;TID;|PoP|89-97 Bathurst St, Hobart, TAS|HOBART|AUSTRALIA|Asia, Australia|-42.880928|147.324745|Telstra Australia||Off-Net||||||FALSE|No|||||||||||||||||BTST||||||||TWI|TID||||||||||||||||||||||||||||||||||||
T066|T066|T066|Live - as designed|Telstra Australia|Point of Presence|TID;|PoP|43 St John Street, Launceston, TAS|LAUNCESTON|AUSTRALIA|Asia, Australia|-41.435079|147.137655|Telstra Australia||Off-Net||||||FALSE|No||||||||||||||||||||||||||TID||||||||||||||||||||||||||||||||||||
AMLS|AMLS|AMLS|Live - as designed|Telstra International|Point of Presence;Infrastructure|GID;IPT;IPVPN;VPLS;EVPL;COLO;TPN;|PoP|NEXTDC - M1 826 Lorimer St Port Melbourne VIC AUSTRALIA MELBOURNE 3207|MELBOURNE|AUSTRALIA|Asia, Australia|-37.822005|144.93241|Telstra Australia|FS Australia/New Zealand|On-Net|Extension|AS4637|500M|500M|No|TRUE|No|FS|MECS1, Melbourne|Resell|NextDC|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;COLO-XC;|||||||||||||||GID|IPT||||IPVPN|||VPLS|EVPL|COLO|TPN|||||||||||||||||||FALSE|FALSE|FALSE|TRUE|Axon VX|||Supported||
AMCR|AMCR|AMCR|Decommissioned|Telstra International|Point of Presence|GID;IPT;IPVPN;||Datacom Data Centre L1 190 City Rd Southbank VIC AUSTRALIA MELBOURNE 3205|MELBOURNE|AUSTRALIA|Asia, Australia|-37.8320847|144.9528827|Telstra Australia|FS Australia/New Zealand|On-Net||||||FALSE|No|FS||||||||||||||||||||||GID|IPT||||IPVPN||||||||||||||||||||||||||||||||Not Supported||
AMLD|AMLD|AMLD|Live - cease sale|Next DC|Point of Presence|COLO;|Data Centre|Level 2, 150 Lonsdale St|MELBOURNE|AUSTRALIA|Asia, Australia|-37.810452|144.967727|Telstra Australia|FS Australia/New Zealand|Off-Net|||||Yes|FALSE|No|FS||||||||||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
T075|T075|T075|Live - as designed|Telstra Australia|Point of Presence|TWI;TID;|PoP|447 Lonsdale St, Melbourne, VIC|MELBOURNE|AUSTRALIA|Asia, Australia|-37.813367|144.959085|Telstra Australia||Off-Net||||||FALSE|No|||||||||||||||||LONS||||||||TWI|TID||||||||||||||||||||||||||||||||||||
T124|T124|T124|Live - as designed|Telstra Australia|Point of Presence|TWI;TID;|PoP|152-172 Peel St, Windsor, VIC|MELBOURNE|AUSTRALIA|Asia, Australia|-37.856134|144.991238|Telstra Australia||Off-Net||||||FALSE|No|||||||||||||||||||||||||TWI|TID||||||||||||||||||||||||||||||||||||
MNKI|MNKI|MNKI|Live - as designed|NBN|Infrastructure|SATVSP;|Satellite Teleport|432 St Kilda Road, Melbourne, VIC AUSTRALIA|MELBOURNE|AUSTRALIA|Asia, Australia|-37.83737|144.97549|||Off-Net||||||FALSE|No|Satellite|NBN Teleport|Resell|NBN|||||||||||||||||||||||||||||||||||||SATVSP|||||||||||||||||||||
AMSR|AMSR|AMSR|Live - as designed|Next DC|Point of Presence|COLO;|Data Centre|NextDC Melbourne M2, 75 Sharps|MELBOURNE|AUSTRALIA|Asia, Australia|-37.70803|144.87569|Telstra Australia|FS Australia/New Zealand|Off-Net|||||No|FALSE|No|FS|Next DC M2|Resell|NextDC|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;COLO-XC;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
AMTC|AMTC|AMTC|Live - as designed|Telstra Australia|Point of Presence;Infrastructure|COLO;TPN;|Data Centre|1822 Dandenong Rd, Clayton, VIC 3168|MELBOURNE|AUSTRALIA|Asia, Australia|-37.918147|145.132451|Telstra Australia|FS Australia/New Zealand|On-Net|||||No|FALSE|No|FS|Clayton DC|Owned|Telstra Corporation Limited|||||||||||||||||||||||||||||COLO|TPN|||||||||||||||||||FALSE|TRUE|FALSE|FALSE||||||
EXBN|EXBN|EXBN|Live - as designed|Telstra Australia|Point of Presence|COLO;TPN;|Data Centre|Telstra Headquarter 242 Exhibition St Melbourne City VIC AUSTRALIA MELBOURNE 300|MELBOURNE|AUSTRALIA|Asia, Australia|-37.80967|144.96986|Telstra Australia|FS Australia/New Zealand|On-Net|||||No|FALSE|No|FS|Melbourne Exhibiton DC|Owned|Telstra Corporation Limited|||||||||||||||||||||||||||||COLO|TPN|||||||||||||||||||FALSE|TRUE|TRUE|FALSE|AS1221|||||
LOTV|LOTV|LOTV|Live - as designed|Telstra Australia|Point of Presence|COLO;|Data Centre|447-453 LONSDALE ST, MELBOURNE, 3000 VIC|MELBOURNE|AUSTRALIA|Asia, Australia|||||On-Net|||||No||||Lonsdale Exchange (LOTV)|Owned|Telstra Corporation Limited||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
AMEQ|AMEQ|AMEQ|Live - as designed|Telstra Australia|Point of Presence|TWI;COLO;TPN;|Data Centre|Equinix ME1 578 Lorimer St Port Melbourne VIC AUSTRALIA MELBOURNE 3207|MELBOURNE|AUSTRALIA|Asia, Australia|-37.821681|144.915458|Telstra Australia|FS Australia/New Zealand|On-Net|||||Yes|FALSE|No|FS|Equinix ME1, Melbourne|Resell|Equinix|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||ME4|ME2|||EM03||||||||TWI||||||||COLO|TPN|||||||||||||||||||FALSE|FALSE|FALSE|TRUE|Equinix Cloud Exchange|||||
AME2|AME2|AME2|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Unit B, 578 Lorimer Street Port Melbourne, VIC 3207 Australia|MELBOURNE|AUSTRALIA|Asia, Australia|-37.82267|144.91556|Telstra Australia||Off-Net|||||Yes|FALSE|No||Equinix ME2, Melbourne|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
AME4|AME4|AME4|Live - as designed|Equinix|Point of Presence;Infrastructure|COLO;|Data Centre|Equinix ME4, 2 Davis Court, Derrimut, VIC 3030|MELBOURNE|AUSTRALIA|Asia, Australia|-37.7883|144.78485|Telstra Australia|FS Australia/New Zealand|Off-Net|||||Yes|FALSE|No|FS|Equinix ME4, Melbourne|Resell|Equinix|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||ME1,ME2||||||||||||||||||||COLO|||||||||||||||||||||||||||||
AME5|AME5|AME5|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|22-36 Walsh St, West Melbourne, VIC, Australia|MELBOURNE|AUSTRALIA|Asia, Australia|-37.80805|144.95359|Telstra Australia||Off-Net|||||Yes|FALSE|No||Equinix ME5, Melbourne|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
AMMC|AMMC|AMMC|Live - as designed|SES|Infrastructure|SATVOF;|Satellite Teleport|Lot 1324, Mackenzie Crescent Merredin WA,  Australia|MERREDIN|AUSTRALIA|Asia, Australia|-31.481637|118.297907|||Off-Net||||||FALSE|No|Satellite|SES Merredin Teleport|Resell|SES||||||||||||||||||||||||||||||||||||SATVOF||||||||||||||||||ABBA||||
ANDS|ANDS|ANDS|Decommissioned|Telstra International|Point of Presence|||9 Denison St Newcastle West NSW AUSTRALIA NEWCASTLE 2302|NEWCASTLE|AUSTRALIA|Asia, Australia|-32.924915|151.757262|Telstra Australia|FS Australia/New Zealand|On-Net||||||FALSE|No|FS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
AMPR|AMPR|AMPR|Decommissioned|Telstra International|Point of Presence|GID;IPT;IPVPN;RSA;||Futjisu Data Centre L1 16 Mulgul Rd Malaga WA AUSTRALIA PERTH 6090|PERTH|AUSTRALIA|Asia, Australia|-31.859559|115.895551|Telstra Australia|FS Australia/New Zealand|On-Net||||||FALSE|No|FS||||||||||||||||||||||GID|IPT||||IPVPN|RSA|||||||||||||||||||||||||||||||Supported||
APNE|APNE|APNE|Live - as designed|Telstra International|Point of Presence|TPN;||NEXTDC - P1 101 Malaga Dr Malag WA AUSTRALIA PERTH 6090|PERTH|AUSTRALIA|Asia, Australia|-31.863381|115.895522|Telstra Australia|FS Australia/New Zealand|On-Net||||||FALSE|No|FS|NextDC P1|Resell|NextDC||||||||||||||||||||||||||||||TPN|||||||||||||||||||FALSE|FALSE|FALSE|TRUE||||||
PHGN|PHGN|PHGN|Live - as designed|Telstra International|Infrastructure||Satellite Teleport|Gnangara Earth Station, 620 Gnangara Road, Cullacabard|PERTH|AUSTRALIA|Asia, Australia|-31.80563|115.88768|Telstra Australia|Perth SES operations |On-Net||||||FALSE|No|Satellite|Telstra Gnangara Teleport||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PTHG|PTHG|PTHG|Live - as designed|Telstra International|Point of Presence|GID;IPT;IPVPN;VPLS;EVPL;SATDPL;SATTAS;SATVST;SATUPL;SATDNL;SATTND;SATVNO;SATFLR;SATRCK;SATXCN;SATPRE;|PoP;Satellite Teleport|Perth International Telecommunications Centre, 620 Gnangara Rd, Lansdale Perth, WA AUSTRALIA|PERTH|AUSTRALIA|Asia, Australia|-31.7957419|115.8799816|Telstra Australia|Perth SES operations |On-Net|Secondary|AS4637|100M|100M||FALSE|No|Satellite|Telstra Gnangara Teleport|Owned|Telstra International|||||||||||||||||||GID|IPT||||IPVPN|||VPLS|EVPL|||||SATDPL|SATTAS|SATVST|||SATUPL|SATDNL|SATTND|SATVNO|SATFLR|SATRCK|SATXCN|SATPRE|||||||||Media Node||Supported||
PTHP|PTHP|PTHP|Live - as designed|Telstra International|Infrastructure|EPL;IPL;GID;IPT;IPVPN;VPLS;EVPL;GMN;|Cable Landing Station|Telstra Pier Telephone Exchange 98 Pier St WA AUSTRALIA PERTH 6000|PERTH|AUSTRALIA|Asia, Australia|-31.9538358|115.8633228|Telstra Australia|Perth SES operations |On-Net|Primary|AS4637|500M|500M||FALSE|No|Satellite|||||||||||||||||EPL||IPL|||GID|IPT||||IPVPN|||VPLS|EVPL|||GMN|||||||||||||||||||||||||Supported|SMW3|
PTHW|PTHW|PTHW|Live - as designed|Telstra International|Point of Presence|EPL;IPL;GID;IPT;IPVPN;VPLS;EVPL;GMN;|PoP|L9 639 Wellington St WA AUSTRALIA PERTH 6000|PERTH|AUSTRALIA|Asia, Australia|-31.949251|115.8523654|Telstra Australia|Perth SES operations |On-Net|Primary|AS4637|500M|500M||FALSE|No|Satellite|||||||||||||||||EPL||IPL|||GID|IPT||||IPVPN|||VPLS|EVPL|||GMN|||||||||||||||||||||||||Supported||
T097|T097|T097|Live - as designed|Telstra Australia|Point of Presence|TWI;TID;|PoP|98 Pier St, Perth, WA|PERTH|AUSTRALIA|Asia, Australia|-31.953836|115.863324|Telstra Australia||Off-Net||||||FALSE|No|||||||||||||||||||||||||TWI|TID||||||||||||||||||||||||||||||||||||
T099|T099|T099|Live - as designed|Telstra Australia|Point of Presence|TWI;TID;|PoP|639 Wellington St, Perth, WA|PERTH|AUSTRALIA|Asia, Australia|-31.950157|115.854066|Telstra Australia||Off-Net||||||FALSE|No|||||||||||||||||WLTE||||||||TWI|TID||||||||||||||||||||||||||||||||||||
NDP2|NDP2|NDP2|Live - as designed|Next DC|Point of Presence|COLO;|Data Centre|11 Newcastle St, Perth WA 6000|PERTH|AUSTRALIA|Asia, Australia|||||Off-Net|||||No||||P2 PERTH NextDC|Resell|NextDC||No|7.8|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;COLO-XC;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
PIEH|PIEH|PIEH|Live - as designed|Telstra Australia|Point of Presence|COLO;|Data Centre|98 PIER ST, PERTH 6000 WA |PERTH|AUSTRALIA|Asia, Australia|||||On-Net|||||No||||Pier Exchange (PIEH)|Owned|Telstra Corporation Limited||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
APE1|APE1|APE1|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|3 Tully Rd, East Perth, WA, Australia|PERTH|AUSTRALIA|Asia, Australia|-31.94963|115.87737|Telstra Australia||Off-Net|||||Yes|FALSE|No||Equinix PE1, Perth|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
APE2|APE2|APE2|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|1/37 Lemnos St, Shenton Park WA 6008|PERTH|AUSTRALIA|Asia, Australia|-31.95721|115.79755|||Off-Net|||||Yes||||Equinix PE2, Perth|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||PE3|||||||||||||||||||COLO|||||||||||||||||||||||||||||
APE3|APE3|APE3|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|1/37 Lemnos St, Shenton Park WA 6008|PERTH|AUSTRALIA|Asia, Australia|-31.95721|115.79755|||Off-Net|||||Yes|FALSE|No||Equinix PE3, Perth|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||PE2|||||||||||||||||||COLO|||||||||||||||||||||||||||||
SYDP|SYDP|SYDP|Live - as designed|Telstra International|Point of Presence;Infrastructure|EPL;IPL;GID;IPT;IPVPN;RSA;VPLS;EVPL;COLO;TPN;GMN;IPX;|PoP;Cable Landing Station;Data Centre|L3 363 Oxford St Paddington NSW AUSTRALIA SYDNEY 2021|SYDNEY|AUSTRALIA|Asia, Australia|-33.8866581|151.2289433|Telstra Australia|FS Australia/New Zealand|On-Net|Primary|AS4637|1G|1G|No|FALSE|No|FS|Paddington, Sydney|Owned|Telstra International|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||||||EPL||IPL|||GID|IPT||||IPVPN|RSA||VPLS|EVPL|COLO|TPN|GMN|||||||||||||||IPX|||TRUE|FALSE|FALSE|FALSE||||Supported|AJC, TEC, TAS2|VPG
SYGS|SYGS|SYGS|Live - as designed|Telstra International|Point of Presence|EPL;IPL;GID;IPT;IPVPN;VPLS;EVPL;COLO;TPN;|PoP;Data Centre|Global Switch Sydney Data centre L4 400 Harris St Ultimo NSW AUSTRALIA SYDNEY 20|SYDNEY|AUSTRALIA|Asia, Australia|-33.875346|151.19703|Telstra Australia|FS Australia/New Zealand|On-Net|Extension||100M|100M|No|TRUE|No|FS|Ultimo, Sydney|Owned|Telstra International|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||||||EPL||IPL|||GID|IPT||||IPVPN|||VPLS|EVPL|COLO|TPN|||||||||||||||||||FALSE|FALSE|FALSE|TRUE|AWS - Asia Pacific (Sydney)|||Not Supported||
SYNE|SYNE|SYNE|Live - as designed|Telstra Australia|Point of Presence;Infrastructure|VPLS;EVPL;COLO;TPN;|Data Centre|NEXTDC - S1 4 Eden Park Rd Macquarie Park NSW AUSTRALIA SYDNEY 2113|SYDNEY|AUSTRALIA|Asia, Australia|-33.785173|151.131448|Telstra Australia|FS Australia/New Zealand|On-Net|||||No|FALSE|No|FS|NextDC S1|Resell|NextDC|||7.8|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;COLO-XC;|||||||||||||||||||||||VPLS|EVPL|COLO|TPN|||||||||||||||||||FALSE|FALSE|FALSE|TRUE|Axon VX|||Supported||
ATBC|ATBC|ATBC|Decommissioned|Telstra International|Point of Presence|||2A Bounty Cl Tuggerah NSW AUSTRALIA SYDNEY 2259|SYDNEY|AUSTRALIA|Asia, Australia|-33.322138|151.427045|Telstra Australia|FS Australia/New Zealand|On-Net||||||FALSE|No|FS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
EQ01|EQ01|EQ01|Decommissioned|Equinix|Point of Presence|COLO;|Data Centre|47 Bourke Road, Alexandria, Sydney, NSW 2015, Australia|SYDNEY|AUSTRALIA|Asia, Australia|#N/A|#N/A|Telstra Australia||Off-Net|||||Yes|FALSE|No|||||||||||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
SYDO|SYDO|SYDO|Live - as designed|Telstra International|Point of Presence;Infrastructure|EPL;IPL;GID;IPT;IPVPN;VPLS;EVPL;TPN;GMN;SATDPL;SATVST;SATUPL;SATDNL;SATTND;SATVNO;SATFLR;SATRCK;SATXCN;SATPRE;IPX;|PoP;Cable Landing Station;Satellite Teleport;Data Centre|995 Oxford Falls Rd, Oxford Falls, NSW AUSTRALIA|SYDNEY|AUSTRALIA|Asia, Australia|-33.7279822|151.2365353|Bell Canada|Oxford Falls ITC |On-Net|Primary|AS4637|1G|1G||FALSE|No|Satellite|Oxford Falls, Sydney|Owned|Telstra International|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||||||EPL||IPL|||GID|IPT||||IPVPN|||VPLS|EVPL||TPN|GMN||SATDPL||SATVST|||SATUPL|SATDNL|SATTND|SATVNO|SATFLR|SATRCK|SATXCN|SATPRE|IPX|||FALSE|FALSE|FALSE|FALSE||||Supported|AJC, APNG2|
SASX|SASX|SASX|Live - as designed|Telstra International|Point of Presence|EPLX;|PoP|ASX Liquidity Data Centre 5A Broadcast Way Artarmon NSW AUSTRALIA SYDNEY 2064|SYDNEY|AUSTRALIA|Asia, Australia|-33.8229501|151.1887536|Telstra Australia|FS Australia/New Zealand|On-Net|Extension|AS4637||||TRUE|No|FS|||||||||||||||||||||EPLX||||||||||||||||||||||||||||||||||||||||
SXAL|SXAL|SXAL|Live - as designed|Telstra International|Point of Presence;Infrastructure|EPL;IPL;|PoP;Cable Landing Station|SX CLS, UNIT 6, 562-564 GARDENERS ROAD ALEXANDRIA NSW 2015 AUSTRALIA|SYDNEY|AUSTRALIA|Asia, Australia|-33.867487|151.20699|Telstra Australia|FS Australia/New Zealand|On-Net|Extension|||||TRUE|No|FS|||||||||||||||||EPL||IPL||||||||||||||||||||||||||||||||||||||||||
SXBR|SXBR|SXBR|Live - as designed|Telstra International|Point of Presence;Infrastructure|EPL;IPL;|PoP;Cable Landing Station|Brookvale CLS, 21 Chard Rd, Brookvale NSW 2100 AUSTRALIA |SYDNEY|AUSTRALIA|Asia, Australia|-33.762388|151.271275|Telstra Australia|FS Australia/New Zealand|On-Net|Extension|||||TRUE|No|FS|||||||||||||||||EPL||IPL||||||||||||||||||||||||||||||||||||||||||
SYLP|SYLP|SYLP|Live - cease sale|Telstra International|Point of Presence;Infrastructure|GID;IPT;IPVPN;RSA;COLO;|Data Centre|Telstra SYCS1 L1-2, 133 Liverpool St Sydney City NSW AUSTRALIA SYDNEY 2000|SYDNEY|AUSTRALIA|Asia, Australia|-33.876759|151.208596|Telstra Australia|FS Australia/New Zealand|On-Net|Primary|AS4637|100M|100M|No|FALSE|No|FS|SYCS1, Sydney|Owned|Telstra International|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||GID|IPT||||IPVPN|RSA||||COLO|||||||||||||||||||||||||||Not Supported||
SYDB|SYDB|SYDB|Live - cease sale|Telstra International|Point of Presence;Infrastructure|GID;IPT;IPVPN;RSA;COLO;|Data Centre|184 Broadway Chippendale NSW AUSTRALIA SYDNEY 2008|SYDNEY|AUSTRALIA|Asia, Australia|-33.7824187|151.0608563|Telstra Australia|FS Australia/New Zealand|On-Net|Extension|AS4637|100M|100M|No|FALSE|No|FS|Broadway, Sydney|Owned|Telstra Corporation Limited|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||ISO27001, PCI DSS|||||||||||GID|IPT||||IPVPN|RSA||||COLO|||||||||||||||||||||||||||Not Supported||
T034|T034|T034|Live - as designed|Telstra Australia|Point of Presence|TWI;TID;|PoP|1A Thomas St, Chatswood, NSW|SYDNEY|AUSTRALIA|Asia, Australia|-33.797158|151.180505|Telstra Australia||Off-Net||||||FALSE|No|||||||||||||||||||||||||TWI|TID||||||||||||||||||||||||||||||||||||
T111|T111|T111|Live - as designed|Telstra Australia|Point of Presence|TWI;TID;|PoP|242-246 Kent St, Sydney, NSW|SYDNEY|AUSTRALIA|Asia, Australia|-33.866323|151.204884|Telstra Australia||Off-Net||||||FALSE|No|||||||||||||||||KNST||||||||TWI|TID||||||||||||||||||||||||||||||||||||
ESY4|ESY4|ESY4|Live - as designed|Telstra Australia|Point of Presence|TWI;|PoP|Equinix SY4 200 Bourke Road Alexandria Syney NSW Australia|SYDNEY|AUSTRALIA|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||TWI|||||||||||||||||||||||||||||||||||||
PITT|PITT|PITT|Live - as designed|Telstra Australia|Point of Presence|COLO;TPN;|Data Centre|Telstra Sydney Data Centre 76-78 Pitt St Sydney City NSW AUSTRALIA SYDNEY 2000|SYDNEY|AUSTRALIA|Asia, Australia|-33.86651|151.2091|Telstra Australia|FS Australia/New Zealand|On-Net|||||No|FALSE|No|FS|Pitt DC|Owned|Telstra Corporation Limited|||||||||||||||||||||||||||||COLO|TPN|||||||||||||||||||FALSE|TRUE|TRUE|FALSE|AS1221|Media Node||||
SYTS|SYTS|SYTS|Live - as designed|Telstra Australia|Point of Presence;Infrastructure|IPVPN;VPLS;EVPL;COLO;TPN;|Data Centre|Telstra St. Leonard Data Centre 4A Herbert St St Leonards NSW AUSTRALIA SYDNEY 2|SYDNEY|AUSTRALIA|Asia, Australia|-33.818736|151.19142|Telstra Australia|FS Australia/New Zealand|On-Net|||||No|FALSE|No|FS|St Leonard DC|Owned|Telstra Corporation Limited||||||||||||||||||||||||IPVPN|||VPLS|EVPL|COLO|TPN|||||||||||||||||||FALSE|TRUE|FALSE|FALSE||||Supported||
HOTV|HOTV|HOTV|Live - as designed|Telstra Australia|Point of Presence|COLO;|Data Centre|68 BERESFORD RD, STRATHFIELD 2135 NSW|SYDNEY|AUSTRALIA|Asia, Australia|||||On-Net|||||No||||Homebush Exchange (HOTV)|Owned|Telstra Corporation Limited||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
SYEQ|SYEQ|SYEQ|Live - as designed|Telstra International|Point of Presence|EPL;IPL;GID;IPT;IPVPN;VPLS;EVPL;COLO;TPN;IPX;|PoP;Data Centre|639 Gardeners Rd Mascot NSW AUSTRALIA SYDNEY 2020|SYDNEY|AUSTRALIA|Asia, Australia|-33.9213915|151.1881473|Telstra Australia|FS Australia/New Zealand|On-Net|Extension|AS4637|1G|1G|Yes|TRUE|No|FS|Equinix SY1, Sydney|Resell|Equinix|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||SY6,SY7,CA1|SY2,SY3,SY4,SY5||||EPL||IPL|||GID|IPT||||IPVPN|||VPLS|EVPL|COLO|TPN||||||||||||||||IPX|||TRUE|FALSE|FALSE|TRUE|AWS - Asia Pacific (Sydney)|||Supported||
ASY2|ASY2|ASY2|Live - as designed|Equinix|Point of Presence|COLO;METAL;|Data Centre|Equinix SY2, Unit C/639 Gardeners Rd, Mascot|SYDNEY|AUSTRALIA|Asia, Australia|-27.46684|153.02807|Telstra Australia||Off-Net|||||Yes|FALSE|No||Equinix SY2, Sydney|Resell|Equinix|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||SY6,SY7,CA1|SY1,SY3,SY4,SY5|||||||||||||||||||COLO|||||||||||||||||||METAL||||||||||
